date,clear_sky_rad:W,clear_sky_energy_1h:J,direct_rad:W,global_rad_1h:Wh,sunshine_duration_1h:min,total_cloud_cover:p,effective_cloud_cover:p,relative_humidity_2m:p,wind_speed_2m:ms,relative_humidity_10m:p,wind_speed_10m:ms,relative_humidity_50m:p,relative_humidity_100m:p,OT
2020/1/8 0:00,0,0,0,0,0,95.7,90.1,80.2,2.4,78.7,3.4,73.5,69.7,0
2020/1/8 1:00,0,0,0,0,0,98.3,97,79,2.5,77.3,3.6,71.1,66.7,0
2020/1/8 2:00,0,0,0,0,0,94.5,85.5,81.9,2.4,80,3.4,73.3,68.5,0
2020/1/8 3:00,0,0,0,0,0,99.7,98.6,88.7,2,86,2.8,77,70.8,0
2020/1/8 4:00,0,0,0,0,0,98.9,96.9,93,2.1,91.2,3,85,80.8,0
2020/1/8 5:00,0,0,0,0,0,99.7,98.9,93.8,3.3,92.7,4.7,89.1,86.9,0
2020/1/8 6:00,0,0,0,0,0,65.1,54.3,98.2,3.2,97.5,4.7,95.3,93.9,0
2020/1/8 7:00,0,0,0,0,0,99.4,94.9,87.8,3.3,87,4.7,84,81.7,0
2020/1/8 8:00,0,0,0,0,0,21.3,13,86.6,3.3,85.6,4.7,82.2,79.5,0
2020/1/8 9:00,0,0,0,0,7.6,6.5,5.6,80.9,2.9,79.8,4.2,75.9,73,0
2020/1/8 10:00,19.8,34494.1,10.8,12.478,58.5,16.5,10.4,74.9,2.6,73.6,3.8,68.9,65.3,0
2020/1/8 11:00,33.5,99504.6,17.9,32.681,38.7,46.4,45.1,66.8,2.8,65.8,4.1,62.2,59.6,0
2020/1/8 12:00,32,123074.4,6.9,32.123,4,95.9,95.1,69.7,3.8,69.1,5.5,66.8,65.2,0
2020/1/8 13:00,16.3,89719.5,0.8,16.995,19.5,96,91.3,76.3,3.8,75.9,5.4,74.6,73.5,0
2020/1/8 14:00,0,21534.2,0,5.076,13.1,98.1,95.3,75.5,4,75.1,5.8,73.9,73,0
2020/1/8 15:00,0,0,0,0,0,95,87.7,76.9,4.1,76.6,5.9,75.3,74.4,0
2020/1/8 16:00,0,0,0,0,0,99.8,98.5,73.4,4.1,73.2,5.9,72.3,71.8,0
2020/1/8 17:00,0,0,0,0,0,99.8,99.5,83.5,4.6,83.3,6.6,82.7,82.1,0
2020/1/8 18:00,0,0,0,0,0,96.1,94,81.1,4.6,80.7,6.5,79.5,78.5,0
2020/1/8 19:00,0,0,0,0,0,98.7,97.6,78.9,4.5,78.6,6.5,77.5,76.7,0
2020/1/8 20:00,0,0,0,0,0,99.8,95.1,82.2,4.7,81.9,6.8,81,80.3,0
2020/1/8 21:00,0,0,0,0,0,100,99.5,85.1,4.8,84.9,6.9,83.9,83.1,0
2020/1/8 22:00,0,0,0,0,0,99.2,98.6,88.2,5.3,87.9,7.7,86.9,86.2,0
2020/1/8 23:00,0,0,0,0,0,97.7,91.6,85.5,5.5,85.2,7.8,84.1,83.3,0
2020/1/9 0:00,0,0,0,0,0,98.9,87.2,83.9,5.6,83.5,8.1,82.4,81.6,0
2020/1/9 1:00,0,0,0,0,0,96.8,88.7,78.2,5,78,7.2,77.3,76.9,0
2020/1/9 2:00,0,0,0,0,0,80,74.6,68.2,4.8,67.7,6.9,66,64.9,0
2020/1/9 3:00,0,0,0,0,0,97.3,83.8,63.9,4.6,63.4,6.6,61.7,60.6,0
2020/1/9 4:00,0,0,0,0,0,51,50.7,65.5,4.6,65.1,6.6,63.7,62.9,0
2020/1/9 5:00,0,0,0,0,0,49.6,49.6,65.9,4.2,65.5,6.1,64.3,63.7,0
2020/1/9 6:00,0,0,0,0,0,47.7,47.7,61.2,3.7,60.6,5.2,58.4,57,0
2020/1/9 7:00,0,0,0,0,0,26.9,26.9,65.6,3.4,65,4.9,62.9,61.5,0
2020/1/9 8:00,0,0,0,0,0,30.8,30.8,67.9,3,67.2,4.3,64.6,62.7,0
2020/1/9 9:00,0,0,0,0,8,25.5,25.5,73.2,2.9,72.4,4.1,69.6,67.4,0
2020/1/9 10:00,20.8,37248.1,9.8,12.107,52.3,20.2,20.2,76.9,2.2,76.3,3.1,74.2,72.4,0
2020/1/9 11:00,34.9,103748,18.7,33.005,45.4,38,38,79.1,1.9,78.4,2.8,75.8,73.5,0
2020/1/9 12:00,33.4,128291.2,13.5,39.287,51.1,20.7,20.7,78.5,1.9,77.9,2.7,75.3,73,0
2020/1/9 13:00,17.5,94487.4,5.7,28.518,44.1,29.7,29.7,78,1.7,77.1,2.4,73.5,70.3,0.044352374999999986
2020/1/9 14:00,0,24236.9,0,10.129,55.9,26.9,16.9,79.3,1.8,77.9,2.6,72.5,67.6,0
2020/1/9 15:00,0,0,0,0,0,50,26.6,82.5,1.9,80.6,2.7,73.7,67.8,0
2020/1/9 16:00,0,0,0,0,0,34.9,18,84.7,1.9,82.8,2.8,75.1,68,0
2020/1/9 17:00,0,0,0,0,0,0.4,0.3,83.3,2,81.6,2.9,74.4,67.5,0
2020/1/9 18:00,0,0,0,0,0,28.3,19.2,80.8,1.9,79.3,2.7,72.9,66.5,0
2020/1/9 19:00,0,0,0,0,0,65.2,32.6,80.1,2,79.2,2.9,75.1,70.6,0
2020/1/9 20:00,0,0,0,0,0,80.8,40.9,82.2,1.9,81.4,2.8,77.5,73.2,0
2020/1/9 21:00,0,0,0,0,0,18.8,9.8,84.8,1.7,84,2.5,80.1,75.8,0
2020/1/9 22:00,0,0,0,0,0,1.2,1.1,86.7,1.5,85.9,2.2,81.7,77.1,0
2020/1/9 23:00,0,0,0,0,0,2,1,88.3,1.4,87.5,2,83.2,78.6,0
2020/1/10 0:00,0,0,0,0,0,3.5,3.1,90.2,1.5,89.6,2.2,85.7,81,0
2020/1/10 1:00,0,0,0,0,0,14.5,11.2,88.9,2.2,88.2,3.2,84.1,79.1,0
2020/1/10 2:00,0,0,0,0,0,20.1,13.9,88.5,2.3,87.9,3.2,84,79.1,0
2020/1/10 3:00,0,0,0,0,0,68.6,47.3,87.3,2.2,86.8,3.2,83.1,78.5,0
2020/1/10 4:00,0,0,0,0,0,60.6,58.6,84.8,2,84.5,2.9,81.7,78,0
2020/1/10 5:00,0,0,0,0,0,98.8,86.3,80.9,1.9,80.6,2.7,78.2,75.2,0
2020/1/10 6:00,0,0,0,0,0,99.6,93,78.2,1.8,77.9,2.6,75.9,73.6,0
2020/1/10 7:00,0,0,0,0,0,99.8,97.3,74.1,2.2,73.7,3.2,72,70.6,0
2020/1/10 8:00,0,0,0,0,0,98.6,91.7,71.4,2.1,71.1,3.1,69.8,68.9,0.00542499
2020/1/10 9:00,0,0,0,0,1.2,98.6,93.9,72.2,2.1,71.8,3,70.4,69.4,0.2078625
2020/1/10 10:00,21.8,40207.5,1.5,7.562,17.7,88.6,80.3,72,2.2,71.6,3.2,70.3,69.3,0.17648749500000002
2020/1/10 11:00,36.4,108344.7,2.1,17.093,2.1,99.9,99.6,75.1,2.2,74.8,3.1,73.3,72.2,0.181450005
2020/1/10 12:00,35,133911.7,0.3,14.338,8.2,99,95.6,77.4,2.1,77.3,3,77,77.1,0.31038750000000004
2020/1/10 13:00,18.7,99610.1,0.9,8.91,20.7,95.8,88.5,80.8,2.3,80.7,3.3,80.7,81,0.06076249499999999
2020/1/10 14:00,0,28166.3,0,4.104,31.2,97.5,77.4,81.1,2,81,2.9,80.9,81,0
2020/1/10 15:00,0,0,0,0,0.6,88.8,80.6,83.7,2,83.6,2.8,82.9,82.7,0
2020/1/10 16:00,0,0,0,0,0,69.7,53.3,86.5,2.2,86.2,3.1,85.3,85.1,0
2020/1/10 17:00,0,0,0,0,0,56.9,52.4,87.3,2,87,2.9,85.8,85.3,0
2020/1/10 18:00,0,0,0,0,0,81.6,81.6,86.9,1.8,86.4,2.6,84.5,83.5,0
2020/1/10 19:00,0,0,0,0,0,89.5,89.5,84.7,1.8,84.3,2.7,82.3,80.9,0
2020/1/10 20:00,0,0,0,0,0,26.8,26.7,85.2,1.5,84.4,2.2,80.9,77.9,0
2020/1/10 21:00,0,0,0,0,0,100,50.4,83.5,1.3,82.3,1.8,77.4,73.4,0
2020/1/10 22:00,0,0,0,0,0,100,50.7,82.6,1.3,81.1,1.9,75,69.9,0
2020/1/10 23:00,0,0,0,0,0,100,52.9,78.7,0.9,76.8,1.3,69.9,64.2,0
2020/1/11 0:00,0,0,0,0,0,100,90.3,67.9,2,66.3,2.9,60,54.3,0
2020/1/11 1:00,0,0,0,0,0,100,98.7,57.6,2.1,56.3,3,51.2,46.8,0
2020/1/11 2:00,0,0,0,0,0,100,99.7,54.2,2.3,53.1,3.2,49.2,46,0
2020/1/11 3:00,0,0,0,0,0,100,100,52.8,2.1,52,3,48.8,46.5,0
2020/1/11 4:00,0,0,0,0,0,100,100,56.5,2.3,55.6,3.4,52.2,49.7,0
2020/1/11 5:00,0,0,0,0,0,100,100,56.1,2.9,55.1,4.2,51.8,49.3,0
2020/1/11 6:00,0,0,0,0,0,100,98.8,54.9,2.5,53.8,3.6,49.9,47.2,0
2020/1/11 7:00,0,0,0,0,0,99.3,91.5,59.2,3.1,58.1,4.4,54.2,51.5,0
2020/1/11 8:00,0,0,0,0,0,100,100,55.2,2.9,54.2,4.2,50.5,48,0
2020/1/11 9:00,0,0,0,0,1,100,96.1,60.3,3.4,59.7,4.8,57.7,56.4,0.000700005
2020/1/11 10:00,22.9,43378,0,1.711,0.1,100,99.9,66.1,3.9,65.5,5.6,63.1,61.5,0.08322499500000001
2020/1/11 11:00,38,113311.6,0,5.661,3.1,100,97.5,66,3.9,65.2,5.5,62.5,60.6,0.59371251
2020/1/11 12:00,36.7,139951.9,1.6,12.259,1.1,100,99.1,66.7,3.4,65.8,4.9,62.6,60.4,0.13118749500000002
2020/1/11 13:00,20,105107.6,0.9,13.413,0,100,100,65.2,3.3,64.2,4.8,60.6,58.2,0
2020/1/11 14:00,0,32279.2,0,5.103,0,100,100,68.4,3,67.4,4.4,63.6,60.8,0
2020/1/11 15:00,0,0,0,0,0,100,99.9,87.3,2.4,84.8,3.4,76.4,70.7,0
2020/1/11 16:00,0,0,0,0,0,96.1,64.8,85.3,2.7,83.9,3.9,79,75.2,0
2020/1/11 17:00,0,0,0,0,0,99.9,80.6,89,2.4,87.3,3.4,81.1,76.3,0
2020/1/11 18:00,0,0,0,0,0,96.1,92.8,88.1,2.4,86.4,3.4,80.2,75.5,0
2020/1/11 19:00,0,0,0,0,0,99.8,97.9,84.2,2.5,82.9,3.6,78,74.3,0
2020/1/11 20:00,0,0,0,0,0,100,99.6,85.7,2.4,84.8,3.4,81.6,79.1,0
2020/1/11 21:00,0,0,0,0,0,100,100,92.8,2.3,91.6,3.4,87.5,84.7,0
2020/1/11 22:00,0,0,0,0,0,100,99.4,95.1,2.1,94.2,3,91.1,89.1,0
2020/1/11 23:00,0,0,0,0,0,99.4,97.7,95.7,2.1,95,3,92.5,90.8,0
2020/1/12 0:00,0,0,0,0,0,99.3,95.1,95.4,2.3,94.9,3.4,93.1,91.9,0
2020/1/12 1:00,0,0,0,0,0,89.7,80.3,90.3,2.1,89.9,3.1,88.4,87.3,0
2020/1/12 2:00,0,0,0,0,0,99.2,96.5,89.2,2.2,88.7,3.2,87.1,85.8,0
2020/1/12 3:00,0,0,0,0,0,98.6,95.2,89.6,2,89.1,2.8,87.4,86.1,0
2020/1/12 4:00,0,0,0,0,0,99.6,92,91.5,2.2,90.8,3.2,87.9,85.7,0
2020/1/12 5:00,0,0,0,0,0,100,96.8,91.2,2.2,90.1,3.2,86.3,83.2,0
2020/1/12 6:00,0,0,0,0,0,100,99.7,91.7,2,90.8,2.9,87.6,85.1,0
2020/1/12 7:00,0,0,0,0,0,99.9,98.7,93.2,2.5,92.6,3.6,90.2,88.1,0
2020/1/12 8:00,0,0,0,0,0,96.9,90.8,91.1,2.7,90.3,3.9,87.3,84.7,0.00045
